Latitude (decimal degrees):	38.110
Longitude (decimal degrees):	15.650
Elevation (m):	67
Radiation database:	PVGIS-SARAH3


Slope: 0 deg. 
Azimuth: 0 deg. 
time,G(i),H_sun,T2m,WS10m,Int,WS60m,T_cell
20190117:1110,508.01,31.13,10.18,3.59,0.0,4.61,26.1
20190117:1210,468.01,29.31,10.48,3.93,0.0,5.05,25.1
20190117:1310,193.0,24.45,9.79,3.93,0.0,5.05,15.8
20190117:1410,98.0,17.16,9.3,3.86,0.0,4.96,12.4
20190117:1510,34.0,8.12,8.79,3.24,0.0,4.16,9.9
20190117:1610,0.0,0.0,8.13,2.48,0.0,3.19,8.1
20190117:1710,0.0,0.0,7.86,2.28,0.0,2.93,7.9
20190117:1810,0.0,0.0,7.99,2.28,0.0,2.93,8.0
20190117:1910,0.0,0.0,7.95,2.34,0.0,3.01,8.0
20190117:2010,0.0,0.0,7.78,2.48,0.0,3.19,7.8
20190117:2110,0.0,0.0,7.61,2.48,0.0,3.19,7.6
20190117:2210,0.0,0.0,7.63,2.55,0.0,3.28,7.6
20190117:2310,0.0,0.0,7.55,2.55,0.0,3.28,7.5
20190118:0010,0.0,0.0,7.36,2.48,0.0,3.19,7.4
20190118:0110,0.0,0.0,6.94,2.34,0.0,3.01,6.9
20190118:0210,0.0,0.0,6.79,2.07,0.0,2.66,6.8
20190118:0310,0.0,0.0,6.76,1.86,0.0,2.39,6.8
20190118:0410,0.0,0.0,6.52,1.86,0.0,2.39,6.5
20190118:0510,0.0,0.0,6.32,1.86,0.0,2.39,6.3
20190118:0610,0.0,0.0,6.27,1.93,0.0,2.48,6.3
20190118:0710,60.0,9.13,6.59,1.72,0.0,2.21,8.5
20190118:0810,274.01,18.06,7.85,1.79,0.0,2.30,16.4
20190118:0910,405.01,25.17,9.15,2.62,0.0,3.37,21.8
20190118:1010,471.01,29.8,9.89,2.9,0.0,3.73,24.6
20190118:1110,531.01,31.33,10.24,2.97,0.0,3.82,26.8
20190118:1210,490.01,29.53,10.49,2.83,0.0,3.64,25.8
20190118:1310,406.01,24.66,10.38,2.48,0.0,3.19,23.1
20190118:1410,269.01,17.37,10.11,2.21,0.0,2.84,18.5
20190118:1510,103.0,8.32,9.37,1.79,0.0,2.30,12.6
20190118:1610,0.0,0.0,8.5,1.24,0.0,1.59,8.5
20190118:1710,0.0,0.0,7.6,0.97,0.0,1.25,7.6
20190118:1810,0.0,0.0,6.48,0.9,0.0,1.16,6.5
20190118:1910,0.0,0.0,6.31,1.45,0.0,1.86,6.3
20190118:2010,0.0,0.0,6.28,1.72,0.0,2.21,6.3
20190118:2110,0.0,0.0,6.35,1.79,0.0,2.30,6.3
20190118:2210,0.0,0.0,6.49,1.66,0.0,2.13,6.5
20190118:2310,0.0,0.0,6.51,1.45,0.0,1.86,6.5
20190119:0010,0.0,0.0,6.6,1.31,0.0,1.68,6.6
20190119:0110,0.0,0.0,6.47,1.1,0.0,1.41,6.5
20190119:0210,0.0,0.0,6.26,0.9,0.0,1.16,6.3
20190119:0310,0.0,0.0,5.87,0.41,0.0,0.53,5.9
20190119:0410,0.0,0.0,5.79,0.28,0.0,0.36,5.8
20190119:0510,0.0,0.0,5.35,0.48,0.0,0.62,5.3
20190119:0610,0.0,0.0,4.65,0.62,0.0,0.80,4.7
20190119:0710,44.0,9.23,4.8,0.62,0.0,0.80,6.2
20190119:0810,289.01,18.18,6.6,0.34,0.0,0.44,15.6
20190119:0910,427.01,25.33,8.02,0.14,0.0,0.18,21.4
20190119:1010,508.01,29.99,9.73,0.48,0.0,0.62,25.6
20190119:1110,541.01,31.54,10.82,1.24,0.0,1.59,27.7
20190119:1210,519.01,29.75,11.25,1.86,0.0,2.39,27.5
20190119:1310,426.01,24.88,11.21,2.48,0.0,3.19,24.5
20190119:1410,280.01,17.58,10.72,2.9,0.0,3.73,19.5
20190119:1510,107.01,8.52,9.78,2.55,0.0,3.28,13.1
20190119:1610,0.0,0.0,8.64,2.34,0.0,3.01,8.6
20190119:1710,0.0,0.0,7.62,2.14,0.0,2.75,7.6
20190119:1810,0.0,0.0,7.01,1.86,0.0,2.39,7.0
20190119:1910,0.0,0.0,6.76,1.79,0.0,2.30,6.8
20190119:2010,0.0,0.0,6.27,1.79,0.0,2.30,6.3
20190119:2110,0.0,0.0,5.94,1.72,0.0,2.21,5.9
20190119:2210,0.0,0.0,5.5,1.52,0.0,1.95,5.5
20190119:2310,0.0,0.0,4.57,1.17,0.0,1.50,4.6
20190120:0010,0.0,0.0,4.73,0.83,0.0,1.07,4.7
20190120:0110,0.0,0.0,5.5,0.69,0.0,0.89,5.5
20190120:0210,0.0,0.0,5.02,0.48,0.0,0.62,5.0
20190120:0310,0.0,0.0,4.84,0.48,0.0,0.62,4.8
20190120:0410,0.0,0.0,4.66,0.62,0.0,0.80,4.7
20190120:0510,0.0,0.0,4.6,0.76,0.0,0.98,4.6
20190120:0610,0.0,0.0,4.54,0.76,0.0,0.98,4.5
20190120:0710,61.0,9.34,5.51,0.62,0.0,0.80,7.4
20190120:0810,214.0,18.32,6.24,0.62,0.0,0.80,12.9
20190120:0910,406.01,25.49,8.91,1.38,0.0,1.77,21.6
20190120:1010,507.01,30.18,9.72,1.93,0.0,2.48,25.6
20190120:1110,538.01,31.76,10.17,2.07,0.0,2.66,27.0
20190120:1210,505.01,29.97,10.34,2.07,0.0,2.66,26.1
20190120:1310,397.01,25.1,10.42,2.07,0.0,2.66,22.8
20190120:1410,267.01,17.79,10.11,2.0,0.0,2.57,18.5
20190120:1510,111.01,8.72,9.27,1.59,0.0,2.04,12.7
20190120:1610,0.0,0.0,8.19,1.24,0.0,1.59,8.2
20190120:1710,0.0,0.0,7.04,0.62,0.0,0.80,7.0
20190120:1810,0.0,0.0,6.56,0.41,0.0,0.53,6.6
20190120:1910,0.0,0.0,5.66,1.1,0.0,1.41,5.7
20190120:2010,0.0,0.0,5.18,1.31,0.0,1.68,5.2
20190120:2110,0.0,0.0,4.58,1.45,0.0,1.86,4.6
20190120:2210,0.0,0.0,4.23,1.59,0.0,2.04,4.2
20190120:2310,0.0,0.0,4.18,1.72,0.0,2.21,4.2
20190121:0010,0.0,0.0,4.29,1.93,0.0,2.48,4.3
20190121:0110,0.0,0.0,4.57,2.07,0.0,2.66,4.6
20190121:0210,0.0,0.0,4.78,2.07,0.0,2.66,4.8
20190121:0310,0.0,0.0,5.14,2.07,0.0,2.66,5.1
20190121:0410,0.0,0.0,5.01,2.21,0.0,2.84,5.0
20190121:0510,0.0,0.0,5.05,2.28,0.0,2.93,5.0
20190121:0610,0.0,0.0,5.36,2.48,0.0,3.19,5.4
20190121:0710,67.0,9.45,6.1,2.55,0.0,3.28,8.2
20190121:0810,141.0,18.45,7.23,2.62,0.0,3.37,11.6
20190121:0910,312.0,25.66,8.47,3.66,0.0,4.70,18.2
20190121:1010,410.01,30.38,9.15,4.48,0.0,5.76,22.0
20190121:1110,136.0,31.98,9.54,4.34,0.0,5.58,13.8
20190121:1210,75.0,30.2,9.7,4.83,0.0,6.21,12.0
20190121:1310,48.0,25.33,9.44,4.83,0.0,6.21,10.9
20190121:1410,80.0,18.01,9.08,3.86,0.0,4.96,11.6
20190121:1510,38.0,8.93,8.88,3.79,0.0,4.87,10.1
20190121:1610,0.0,0.0,8.25,4.34,0.0,5.58,8.2
20190121:1710,0.0,0.0,7.69,4.55,0.0,5.85,7.7
20190121:1810,0.0,0.0,7.43,4.21,0.0,5.41,7.4
20190121:1910,0.0,0.0,8.0,3.45,0.0,4.43,8.0
20190121:2010,0.0,0.0,7.91,3.24,0.0,4.16,7.9
20190121:2110,0.0,0.0,7.66,3.17,0.0,4.07,7.7
20190121:2210,0.0,0.0,7.56,3.17,0.0,4.07,7.6
20190121:2310,0.0,0.0,7.42,2.9,0.0,3.73,7.4
20190122:0010,0.0,0.0,7.47,2.69,0.0,3.46,7.5
20190122:0110,0.0,0.0,7.37,2.69,0.0,3.46,7.4
20190122:0210,0.0,0.0,7.59,2.62,0.0,3.37,7.6
20190122:0310,0.0,0.0,7.59,2.76,0.0,3.55,7.6
20190122:0410,0.0,0.0,7.47,2.83,0.0,3.64,7.5
20190122:0510,0.0,0.0,7.37,2.9,0.0,3.73,7.4
20190122:0610,0.0,0.0,7.28,2.9,0.0,3.73,7.3
20190122:0710,47.0,9.57,7.18,2.28,0.0,2.93,8.6
20190122:0810,228.0,18.6,8.07,2.14,0.0,2.75,15.2
20190122:0910,81.0,25.84,9.2,1.17,0.0,1.50,11.7
20190122:1010,424.01,30.58,9.88,1.38,0.0,1.77,23.1
20190122:1110,205.0,32.2,10.39,1.93,0.0,2.48,16.8
20190122:1210,117.0,30.44,10.67,2.28,0.0,2.93,14.3
20190122:1310,291.0,25.56,10.57,2.28,0.0,2.93,19.7
20190122:1410,73.0,18.24,10.35,2.14,0.0,2.75,12.6
20190122:1510,77.0,9.14,9.02,2.34,0.0,3.01,11.4
20190122:1610,0.0,0.0,7.88,1.66,0.0,2.13,7.9
20190122:1710,0.0,0.0,7.01,1.79,0.0,2.30,7.0
20190122:1810,0.0,0.0,6.62,1.79,0.0,2.30,6.6
20190122:1910,0.0,0.0,6.26,1.45,0.0,1.86,6.3
20190122:2010,0.0,0.0,5.77,1.1,0.0,1.41,5.8
20190122:2110,0.0,0.0,5.63,0.76,0.0,0.98,5.6
20190122:2210,0.0,0.0,6.15,0.62,0.0,0.80,6.2
20190122:2310,0.0,0.0,5.26,0.83,0.0,1.07,5.3
20190123:0010,0.0,0.0,4.2,1.1,0.0,1.41,4.2
20190123:0110,0.0,0.0,3.53,1.45,0.0,1.86,3.5
20190123:0210,0.0,0.0,3.31,1.52,0.0,1.95,3.3
20190123:0310,0.0,0.0,3.22,1.66,0.0,2.13,3.2
20190123:0410,0.0,0.0,2.85,1.86,0.0,2.39,2.9
20190123:0510,0.0,0.0,2.73,2.21,0.0,2.84,2.7
20190123:0610,0.0,0.0,3.24,2.34,0.0,3.01,3.2
20190123:0710,43.0,9.69,4.27,2.9,0.0,3.73,5.6
20190123:0810,213.0,18.75,5.52,3.1,0.0,3.98,12.2
20190123:0910,284.0,26.02,6.74,3.86,0.0,4.96,15.6
20190123:1010,380.01,30.79,7.23,3.93,0.0,5.05,19.1
20190123:1110,334.0,32.43,7.71,3.79,0.0,4.87,18.1
20190123:1210,392.01,30.68,7.77,3.52,0.0,4.52,20.0
20190123:1310,371.01,25.8,8.07,2.9,0.0,3.73,19.7
20190123:1410,276.01,18.46,7.83,2.21,0.0,2.84,16.5
20190123:1510,131.01,9.35,7.51,1.59,0.0,2.04,11.6
20190123:1610,0.0,0.0,6.79,0.83,0.0,1.07,6.8
20190123:1710,0.0,0.0,5.49,0.62,0.0,0.80,5.5
20190123:1810,0.0,0.0,5.36,0.62,0.0,0.80,5.4
20190123:1910,0.0,0.0,5.4,0.21,0.0,0.27,5.4
20190123:2010,0.0,0.0,5.17,0.48,0.0,0.62,5.2
20190123:2110,0.0,0.0,3.8,1.03,0.0,1.32,3.8
20190123:2210,0.0,0.0,3.62,1.86,0.0,2.39,3.6
20190123:2310,0.0,0.0,3.78,2.28,0.0,2.93,3.8
20190124:0010,0.0,0.0,3.88,2.41,0.0,3.10,3.9
20190124:0110,0.0,0.0,4.26,2.76,0.0,3.55,4.3
20190124:0210,0.0,0.0,4.31,3.03,0.0,3.89,4.3
20190124:0310,0.0,0.0,4.44,3.17,0.0,4.07,4.4
20190124:0410,0.0,0.0,4.61,3.31,0.0,4.25,4.6
20190124:0510,0.0,0.0,4.89,3.52,0.0,4.52,4.9
20190124:0610,0.0,0.0,5.04,3.66,0.0,4.70,5.0
20190124:0710,55.0,9.82,5.79,4.14,0.0,5.32,7.5
20190124:0810,149.0,18.91,6.57,3.79,0.0,4.87,11.2
20190124:0910,175.0,26.2,7.0,4.41,0.0,5.67,12.5
20190124:1010,168.0,31.01,7.37,4.41,0.0,5.67,12.6
20190124:1110,227.0,32.67,8.13,4.14,0.0,5.32,15.2
20190124:1210,348.0,30.92,7.98,4.07,0.0,5.23,18.9
20190124:1310,318.0,26.04,8.14,4.14,0.0,5.32,18.1
20190124:1410,34.0,18.69,7.66,4.76,0.0,6.12,8.7
20190124:1510,58.0,9.56,6.82,3.79,0.0,4.87,8.6
20190124:1610,0.0,0.0,6.03,3.31,0.0,4.25,6.0
20190124:1710,0.0,0.0,5.13,2.76,0.0,3.55,5.1
20190124:1810,0.0,0.0,4.47,2.34,0.0,3.01,4.5
20190124:1910,0.0,0.0,4.32,1.86,0.0,2.39,4.3
20190124:2010,0.0,0.0,3.91,1.72,0.0,2.21,3.9
20190124:2110,0.0,0.0,3.38,1.66,0.0,2.13,3.4
20190124:2210,0.0,0.0,2.79,1.52,0.0,1.95,2.8
20190124:2310,0.0,0.0,2.58,1.52,0.0,1.95,2.6
20190125:0010,0.0,0.0,2.16,1.52,0.0,1.95,2.2
20190125:0110,0.0,0.0,2.06,1.72,0.0,2.21,2.1
20190125:0210,0.0,0.0,1.95,1.66,0.0,2.13,1.9
20190125:0310,0.0,0.0,2.78,1.03,0.0,1.32,2.8
20190125:0410,0.0,0.0,3.94,0.14,0.0,0.18,3.9
20190125:0510,0.0,0.0,1.68,1.1,0.0,1.41,1.7
20190125:0610,0.0,0.0,1.91,1.72,0.0,2.21,1.9
20190125:0710,72.0,9.95,3.17,2.83,0.0,3.64,5.4
20190125:0810,68.0,19.07,4.73,2.76,0.0,3.55,6.9
20190125:0910,439.01,26.4,5.86,3.52,0.0,4.52,19.6
20190125:1010,273.0,31.23,6.97,4.07,0.0,5.23,15.5
20190125:1110,162.0,32.92,7.38,4.28,0.0,5.50,12.4
20190125:1210,245.0,31.17,7.18,4.55,0.0,5.85,14.8
20190125:1310,339.01,26.29,6.69,4.62,0.0,5.94,17.3
20190125:1410,141.0,18.92,6.56,3.79,0.0,4.87,11.0
20190125:1510,12.0,9.78,6.31,4.14,0.0,5.32,6.7
20190125:1610,0.0,0.0,5.47,5.17,0.0,6.64,5.5
20190125:1710,0.0,0.0,4.73,5.38,0.0,6.91,4.7
20190125:1810,0.0,0.0,4.39,5.31,0.0,6.82,4.4
20190125:1910,0.0,0.0,4.89,4.69,0.0,6.03,4.9
20190125:2010,0.0,0.0,4.73,4.28,0.0,5.50,4.7
20190125:2110,0.0,0.0,4.64,3.79,0.0,4.87,4.6
20190125:2210,0.0,0.0,4.48,3.31,0.0,4.25,4.5
20190125:2310,0.0,0.0,4.23,2.76,0.0,3.55,4.2
20190126:0010,0.0,0.0,4.26,2.69,0.0,3.46,4.3
20190126:0110,0.0,0.0,4.08,2.76,0.0,3.55,4.1
20190126:0210,0.0,0.0,4.08,2.83,0.0,3.64,4.1
20190126:0310,0.0,0.0,3.64,2.76,0.0,3.55,3.6
20190126:0410,0.0,0.0,3.57,2.69,0.0,3.46,3.6
20190126:0510,0.0,0.0,3.45,2.69,0.0,3.46,3.5
20190126:0610,0.0,0.0,3.46,2.69,0.0,3.46,3.5
20190126:0710,65.0,10.1,3.74,2.34,0.0,3.01,5.8
20190126:0810,254.01,19.24,5.02,2.48,0.0,3.19,13.0
20190126:0910,112.0,26.6,6.09,2.97,0.0,3.82,9.6
20190126:1010,108.0,31.46,6.8,3.52,0.0,4.52,10.2
20190126:1110,461.01,33.17,7.14,3.31,0.0,4.25,21.5
20190126:1210,76.0,31.43,7.67,4.28,0.0,5.50,10.0
20190126:1310,59.0,26.54,7.11,4.83,0.0,6.21,9.0
20190126:1410,70.0,19.16,6.48,4.76,0.0,6.12,8.7
20190126:1510,134.01,10.0,5.84,4.28,0.0,5.50,10.0
20190126:1610,0.0,0.0,5.2,3.93,0.0,5.05,5.2
20190126:1710,0.0,0.0,4.62,3.66,0.0,4.70,4.6
20190126:1810,0.0,0.0,4.68,3.52,0.0,4.52,4.7
20190126:1910,0.0,0.0,4.87,4.14,0.0,5.32,4.9
20190126:2010,0.0,0.0,5.04,4.21,0.0,5.41,5.0
20190126:2110,0.0,0.0,5.09,4.07,0.0,5.23,5.1
20190126:2210,0.0,0.0,5.0,4.0,0.0,5.14,5.0
20190126:2310,0.0,0.0,4.79,3.59,0.0,4.61,4.8
20190127:0010,0.0,0.0,4.63,3.1,0.0,3.98,4.6
20190127:0110,0.0,0.0,4.76,2.76,0.0,3.55,4.8
20190127:0210,0.0,0.0,4.65,2.62,0.0,3.37,4.7
20190127:0310,0.0,0.0,4.71,2.41,0.0,3.10,4.7
20190127:0410,0.0,0.0,4.72,2.28,0.0,2.93,4.7
20190127:0510,0.0,0.0,4.71,2.14,0.0,2.75,4.7
20190127:0610,0.0,0.0,4.71,2.07,0.0,2.66,4.7
20190127:0710,73.0,10.24,5.3,1.86,0.0,2.39,7.6
20190127:0810,294.01,19.41,6.94,1.59,0.0,2.04,16.1
20190127:0910,160.0,26.8,8.18,1.93,0.0,2.48,13.2
20190127:1010,523.01,31.7,8.99,1.93,0.0,2.48,25.3
20190127:1110,555.01,33.42,9.58,1.66,0.0,2.13,26.9
20190127:1210,525.01,31.69,10.12,1.31,0.0,1.68,26.5
20190127:1310,430.01,26.79,10.32,1.31,0.0,1.68,23.8
20190127:1410,213.0,19.39,10.55,1.72,0.0,2.21,17.2
20190127:1510,102.0,10.22,9.89,1.93,0.0,2.48,13.1
20190127:1610,0.0,0.0,8.76,1.59,0.0,2.04,8.8
20190127:1710,0.0,0.0,7.65,1.38,0.0,1.77,7.7
20190127:1810,0.0,0.0,6.4,0.97,0.0,1.25,6.4
20190127:1910,0.0,0.0,7.18,0.34,0.0,0.44,7.2
20190127:2010,0.0,0.0,6.75,0.55,0.0,0.71,6.8
20190127:2110,0.0,0.0,6.52,0.69,0.0,0.89,6.5
20190127:2210,0.0,0.0,5.9,0.83,0.0,1.07,5.9
20190127:2310,0.0,0.0,4.61,1.31,0.0,1.68,4.6
20190128:0010,0.0,0.0,3.78,1.86,0.0,2.39,3.8
20190128:0110,0.0,0.0,4.33,2.21,0.0,2.84,4.3
20190128:0210,0.0,0.0,4.78,2.41,0.0,3.10,4.8
20190128:0310,0.0,0.0,5.12,2.55,0.0,3.28,5.1
20190128:0410,0.0,0.0,5.58,2.83,0.0,3.64,5.6
20190128:0510,0.0,0.0,5.96,3.03,0.0,3.89,6.0
20190128:0610,0.0,0.0,6.13,3.03,0.0,3.89,6.1
20190128:0710,74.0,10.4,6.87,3.1,0.0,3.98,9.2
20190128:0810,226.0,19.59,8.19,3.17,0.0,4.07,15.3
20190128:0910,399.01,27.01,9.46,2.76,0.0,3.55,21.9
20190128:1010,176.0,31.94,10.04,1.66,0.0,2.13,15.5
20190128:1110,563.01,33.68,10.66,1.52,0.0,1.95,28.3
20190128:1210,538.01,31.95,10.93,1.52,0.0,1.95,27.7
20190128:1310,461.01,27.05,11.02,2.14,0.0,2.75,25.4
20190128:1410,317.01,19.63,10.28,2.62,0.0,3.37,20.2
20190128:1510,110.0,10.45,9.11,2.55,0.0,3.28,12.5
20190128:1610,0.0,0.0,8.03,3.1,0.0,3.98,8.0
20190128:1710,0.0,0.0,6.93,3.72,0.0,4.78,6.9
20190128:1810,0.0,0.0,6.25,3.59,0.0,4.61,6.2
20190128:1910,0.0,0.0,7.0,2.69,0.0,3.46,7.0
20190128:2010,0.0,0.0,6.52,2.48,0.0,3.19,6.5
20190128:2110,0.0,0.0,5.82,2.07,0.0,2.66,5.8
20190128:2210,0.0,0.0,5.45,1.93,0.0,2.48,5.5
20190128:2310,0.0,0.0,5.17,1.72,0.0,2.21,5.2
20190129:0010,0.0,0.0,4.58,1.45,0.0,1.86,4.6
20190129:0110,0.0,0.0,4.04,1.17,0.0,1.50,4.0
20190129:0210,0.0,0.0,4.1,1.03,0.0,1.32,4.1
20190129:0310,0.0,0.0,4.03,0.97,0.0,1.25,4.0
20190129:0410,0.0,0.0,3.68,1.03,0.0,1.32,3.7
20190129:0510,0.0,0.0,3.45,1.03,0.0,1.32,3.5
20190129:0610,0.0,0.0,3.66,0.9,0.0,1.16,3.7
20190129:0710,48.0,10.55,4.61,0.76,0.0,0.98,6.1
20190129:0810,315.01,19.78,6.08,0.34,0.0,0.44,15.9
20190129:0910,452.01,27.23,7.8,0.9,0.0,1.16,21.9
20190129:1010,532.01,32.18,8.59,1.31,0.0,1.68,25.2
20190129:1110,562.01,33.95,9.02,1.17,0.0,1.50,26.6
20190129:1210,520.01,32.23,9.25,0.76,0.0,0.98,25.5
20190129:1310,448.01,27.31,9.41,0.83,0.0,1.07,23.4
20190129:1410,320.01,19.88,9.0,1.72,0.0,2.21,19.0
20190129:1510,148.01,10.67,8.13,2.41,0.0,3.10,12.8
20190129:1610,0.0,0.0,6.88,2.28,0.0,2.93,6.9
20190129:1710,0.0,0.0,5.84,2.14,0.0,2.75,5.8
20190129:1810,0.0,0.0,5.39,2.14,0.0,2.75,5.4
20190129:1910,0.0,0.0,5.25,1.86,0.0,2.39,5.2
20190129:2010,0.0,0.0,4.68,1.72,0.0,2.21,4.7
20190129:2110,0.0,0.0,4.38,1.72,0.0,2.21,4.4
20190129:2210,0.0,0.0,4.1,1.79,0.0,2.30,4.1
20190129:2310,0.0,0.0,4.22,1.93,0.0,2.48,4.2
20190130:0010,0.0,0.0,4.04,2.14,0.0,2.75,4.0
20190130:0110,0.0,0.0,4.13,2.28,0.0,2.93,4.1
20190130:0210,0.0,0.0,3.88,2.34,0.0,3.01,3.9
20190130:0310,0.0,0.0,3.83,2.48,0.0,3.19,3.8
20190130:0410,0.0,0.0,3.79,2.34,0.0,3.01,3.8
20190130:0510,0.0,0.0,3.48,2.14,0.0,2.75,3.5
20190130:0610,0.0,0.0,3.38,1.79,0.0,2.30,3.4
20190130:0710,62.0,10.72,4.09,1.52,0.0,1.95,6.0
20190130:0810,145.0,19.97,6.02,1.52,0.0,1.95,10.6
20190130:0910,364.01,27.45,6.82,1.72,0.0,2.21,18.2
20190130:1010,479.01,32.44,7.52,1.72,0.0,2.21,22.5
20190130:1110,482.01,34.22,7.74,1.03,0.0,1.32,22.8
20190130:1210,480.01,32.5,8.2,0.55,0.0,0.71,23.2
20190130:1310,419.01,27.57,8.27,0.83,0.0,1.07,21.4
20190130:1410,147.0,20.12,7.93,1.38,0.0,1.77,12.5
20190130:1510,110.0,10.9,7.0,1.1,0.0,1.41,10.4
20190130:1610,0.0,0.0,6.53,0.62,0.0,0.80,6.5
20190130:1710,0.0,0.0,5.84,0.83,0.0,1.07,5.8
20190130:1810,0.0,0.0,5.48,1.17,0.0,1.50,5.5
20190130:1910,0.0,0.0,5.43,1.52,0.0,1.95,5.4
20190130:2010,0.0,0.0,5.66,2.14,0.0,2.75,5.7
20190130:2110,0.0,0.0,5.62,2.55,0.0,3.28,5.6
20190130:2210,0.0,0.0,5.51,2.69,0.0,3.46,5.5
20190130:2310,0.0,0.0,5.41,3.24,0.0,4.16,5.4
20190131:0010,0.0,0.0,5.61,4.0,0.0,5.14,5.6
20190131:0110,0.0,0.0,5.14,4.9,0.0,6.30,5.1
20190131:0210,0.0,0.0,4.44,4.55,0.0,5.85,4.4
20190131:0310,0.0,0.0,4.06,4.62,0.0,5.94,4.1
20190131:0410,0.0,0.0,3.66,3.79,0.0,4.87,3.7
20190131:0510,0.0,0.0,3.54,3.72,0.0,4.78,3.5
20190131:0610,0.0,0.0,3.22,2.76,0.0,3.55,3.2
20190131:0710,22.0,10.89,4.59,2.83,0.0,3.64,5.3
20190131:0810,321.01,20.17,5.36,2.48,0.0,3.19,15.4
20190131:0910,448.01,27.68,6.46,2.14,0.0,2.75,20.5
20190131:1010,559.01,32.7,7.63,1.52,0.0,1.95,25.1
20190131:1110,566.01,34.5,8.72,2.55,0.0,3.28,26.4
20190131:1210,429.01,32.78,9.35,2.28,0.0,2.93,22.8
20190131:1310,465.01,27.84,9.55,1.93,0.0,2.48,24.1
20190131:1410,334.01,20.37,9.47,1.86,0.0,2.39,19.9
20190131:1510,162.01,11.13,9.08,1.31,0.0,1.68,14.1
20190131:1610,0.0,0.0,8.6,0.97,0.0,1.25,8.6
20190131:1710,0.0,0.0,7.81,1.45,0.0,1.86,7.8
20190131:1810,0.0,0.0,7.15,2.0,0.0,2.57,7.2
20190131:1910,0.0,0.0,6.62,2.69,0.0,3.46,6.6
20190131:2010,0.0,0.0,6.33,2.83,0.0,3.64,6.3
20190131:2110,0.0,0.0,6.06,2.69,0.0,3.46,6.1
20190131:2210,0.0,0.0,6.18,2.76,0.0,3.55,6.2
20190131:2310,0.0,0.0,6.22,2.9,0.0,3.73,6.2
20190201:0010,0.0,0.0,6.59,3.1,0.0,3.98,6.6
20190201:0110,0.0,0.0,7.23,3.03,0.0,3.89,7.2
20190201:0210,0.0,0.0,7.18,2.97,0.0,3.82,7.2
20190201:0310,0.0,0.0,7.25,2.76,0.0,3.55,7.2
20190201:0410,0.0,0.0,7.22,2.55,0.0,3.28,7.2
20190201:0510,0.0,0.0,7.13,2.41,0.0,3.10,7.1
20190201:0610,0.0,0.0,7.21,2.21,0.0,2.84,7.2
20190201:0710,57.0,11.06,7.59,2.62,0.0,3.37,9.4
20190201:0810,312.01,20.37,9.17,3.45,0.0,4.43,18.9
20190201:0910,448.01,27.92,10.43,4.28,0.0,5.50,24.4
20190201:1010,539.01,32.96,11.24,4.48,0.0,5.76,28.1
20190201:1110,564.01,34.78,11.87,4.9,0.0,6.30,29.5
20190201:1210,535.01,33.06,12.07,5.1,0.0,6.55,28.8
20190201:1310,450.01,28.11,12.36,5.31,0.0,6.82,26.4
20190201:1410,315.01,20.62,12.29,4.9,0.0,6.30,22.1
20190201:1510,139.0,11.36,11.83,4.41,0.0,5.67,16.2
20190201:1610,0.0,0.0,11.01,4.21,0.0,5.41,11.0
20190201:1710,0.0,0.0,10.33,4.0,0.0,5.14,10.3
20190201:1810,0.0,0.0,10.24,4.07,0.0,5.23,10.2
20190201:1910,0.0,0.0,10.27,4.62,0.0,5.94,10.3
20190201:2010,0.0,0.0,10.3,4.76,0.0,6.12,10.3
20190201:2110,0.0,0.0,10.32,4.69,0.0,6.03,10.3
20190201:2210,0.0,0.0,10.32,4.76,0.0,6.12,10.3
20190201:2310,0.0,0.0,10.23,4.69,0.0,6.03,10.2
20190202:0010,0.0,0.0,10.17,4.55,0.0,5.85,10.2
20190202:0110,0.0,0.0,10.81,4.48,0.0,5.76,10.8
20190202:0210,0.0,0.0,10.84,4.48,0.0,5.76,10.8
20190202:0310,0.0,0.0,10.91,4.62,0.0,5.94,10.9
20190202:0410,0.0,0.0,11.03,4.76,0.0,6.12,11.0
20190202:0510,0.0,0.0,11.16,4.69,0.0,6.03,11.2
20190202:0610,0.0,0.0,11.24,4.55,0.0,5.85,11.2
20190202:0710,57.0,11.24,11.32,4.41,0.0,5.67,13.1
20190202:0810,84.0,20.58,12.48,4.69,0.0,6.03,15.1
20190202:0910,215.0,28.16,13.55,5.03,0.0,6.46,20.3
20190202:1010,325.0,33.23,14.35,5.24,0.0,6.73,24.5
20190202:1110,471.01,35.07,14.98,5.31,0.0,6.82,29.7
20190202:1210,497.01,33.35,15.26,5.17,0.0,6.64,30.8
20190202:1310,425.01,28.38,15.38,4.9,0.0,6.30,28.7
20190202:1410,290.01,20.88,15.1,4.48,0.0,5.76,24.2
20190202:1510,146.0,11.59,14.35,4.07,0.0,5.23,18.9
20190202:1610,0.0,0.0,13.33,4.34,0.0,5.58,13.3
20190202:1710,0.0,0.0,12.5,4.41,0.0,5.67,12.5
20190202:1810,0.0,0.0,12.22,4.62,0.0,5.94,12.2
20190202:1910,0.0,0.0,12.25,4.55,0.0,5.85,12.2
20190202:2010,0.0,0.0,12.17,3.66,0.0,4.70,12.2
20190202:2110,0.0,0.0,11.82,1.93,0.0,2.48,11.8
20190202:2210,0.0,0.0,10.87,0.76,0.0,0.98,10.9
